locus_id	expression_orphan_locus	gene	gene_symbol	gene_name_gencode	tier	chain_score	cpg	cpg_gwas_pp4	pp_h4	n_shared	cpg_tss_dist	direct_expression_pp4
1-rs12138231	False	ENSG00000163125	RPRD2	RPRD2	high	0.95925087619059	cg14416302	0.960393034079895	0.95925087619059	281.0	198572.0	0.241146825077528
1-rs12138231	False	ENSG00000163131	CTSS	CTSS	high	0.940511881150021	cg23369564	0.950974623545105	0.940511881150021	92.0	614699.0	0.103702810989854
1-rs12138231	False	ENSG00000136631	VPS45	VPS45	high	0.936447504637843	cg23369564	0.950974623545105	0.936447504637843	92.0	84365.0	0.515000608877157
1-rs12138231	False	ENSG00000023902	PLEKHO1	PLEKHO1	high	0.920633511615796	cg23369564	0.950974623545105	0.920633511615796	92.0	2361.0	0.656274824183055
1-rs12138231	False	ENSG00000117360	PRPF3	PRPF3	high	0.875359694766606	cg14416302	0.960393034079895	0.875359694766606	281.0	240214.0	0.0869773862615004
1-rs12138231	False	ENSG00000143401	ANP32E	ANP32E	high	0.852797754503421	cg23369564	0.950974623545105	0.852797754503421	92.0	84770.0	0.697151659689219
1-rs12138231	False	ENSG00000143434	SEMA6C	SEMA6C	suggestive	0.795752111300705	cg25066665	0.821227027035422	0.795752111300705	146.0	783597.0	0.136151085488442
1-rs12138231	False	ENSG00000143374	TARS2	TARS2	suggestive	0.770058206399903	cg20785674	0.845437268495267	0.770058206399903	92.0	336397.0	0.155391587628826
1-rs12138231	False	ENSG00000286219	NOTCH2NLC		suggestive	0.731154173442507	cg25066665	0.821227027035422	0.731154173442507	124.0		0.179763059298183
1-rs12138231	False	ENSG00000143409	MINDY1	FAM63A	suggestive	0.68138205789913	cg23369564	0.950974623545105	0.68138205789913	92.0	857117.0	0.107743375955775
1-rs12138231	False	ENSG00000159352	PSMD4	PSMD4	suggestive	0.608607099452366	cg26799398	0.813807165204991	0.608607099452366	225.0	747670.0	0.178691403426426
1-rs2252865	False	ENSG00000142599	RERE	RERE	high	0.969251137309443	cg04994795	0.969251137309443	0.970568604315137	352.0	473652.0	0.948826228280432
1-rs2252865	False	ENSG00000162426	SLC45A1	SLC45A1	high	0.929539567783599	cg09117622	0.929539567783599	0.977589241906076	321.0	43392.0	0.338653938579806
1-rs2494638	False	ENSG00000169885	CALML6	CALML6	high	0.962337317522623	cg17434257	0.962337317522623	0.987175585109089	371.0	325.0	0.102150729205592
1-rs2494638	False	ENSG00000178821	TMEM52	TMEM52	high	0.936442982971775	cg17434257	0.962337317522623	0.936442982971775	371.0	4121.0	0.140835563886434
1-rs2494638	False	ENSG00000215790	SLC35E2A	SLC35E2	high	0.811022119163946	cg10207218	0.849222293724849	0.811022119163946	162.0	36709.0	5.23062897822172e-07
1-rs2494638	False	ENSG00000189339	SLC35E2B	SLC35E2B	suggestive	0.782103599688972	cg26031954	0.874805876901556	0.782103599688972	308.0	515160.0	9.69618328100636e-05
1-rs2494638	False	ENSG00000186827	TNFRSF4	TNFRSF4	suggestive	0.651866612219703	cg10207218	0.849222293724849	0.651866612219703	162.0	564622.0	0.132673456362775
1-rs2494638	False	ENSG00000142606	MMEL1	MMEL1	suggestive	0.541271519395432	cg05937445	0.810474619556184	0.541271519395432	314.0	428892.0	0.0662654669051453
1-rs2970610	True	ENSG00000159479	MED8	MED8	high	0.962387908842494	cg12517577	0.962387908842494	0.987860498213282	294.0	85990.0	0.105628660687191
1-rs2970610	True	ENSG00000198198	SZT2	SZT2	high	0.962387908842494	cg12517577	0.962387908842494	0.988216665763841	294.0	86064.0	0.144794418938502
1-rs2970610	True	ENSG00000142949	PTPRF	PTPRF	high	0.882031924028454	cg04131194	0.882031924028454	0.917606865022583	275.0	414409.0	0.178216623008496
1-rs2970610	True	ENSG00000066056	TIE1	TIE1	high	0.875044376971784	cg18175779	0.875044376971784	0.984459160519478	288.0	4187.0	0.0861322373578935
1-rs2970610	True	ENSG00000066322	ELOVL1	ELOVL1	high	0.875044376971784	cg18175779	0.875044376971784	0.959927916156827	288.0	62845.0	0.0896353770443606
1-rs2970610	True	ENSG00000117399	CDC20	CDC20	high	0.875044376971784	cg18175779	0.875044376971784	0.994186066740751	288.0	53775.0	0.0925463032192964
1-rs2970610	True	ENSG00000179178	TMEM125	TMEM125	high	0.875044376971784	cg18175779	0.875044376971784	0.965592543471194	288.0	35186.0	0.134078578431894
1-rs2970610	True	ENSG00000253313	C1orf210	C1orf210	high	0.859136001517244	cg11731606	0.859136001517244	0.946494379855822	286.0	19611.0	0.131656735964325
1-rs2970610	True	ENSG00000117400	MPL	MPL	high	0.855936169001011	cg01143426	0.857744715919381	0.855936169001011	230.0	8915.0	0.137543319924658
1-rs2970610	True	ENSG00000117407	ARTN	ARTN	suggestive	0.740718269043828	cg12517577	0.962387908842494	0.740718269043828	294.0	629503.0	0.503652741627673
1-rs2970610	True	ENSG00000283039	KLF18		suggestive	0.669640274983826	cg04131194	0.882031924028454	0.669640274983826	275.0		0.0458743730269237
1-rs56335113	True	ENSG00000060656	PTPRU	PTPRU	high	0.954001288588636	cg20013177	0.954001288588636	0.984679542516482	534.0	864069.0	0.311619499371352
1-rs61786047	True	ENSG00000169403	PTAFR	PTAFR	suggestive	0.786409890238802	cg08366446	0.982558056271156	0.786409890238802	320.0	618489.0	0.365473563366882
1-rs61786047	True	ENSG00000060656	PTPRU	PTPRU	suggestive	0.659086375254206	cg18141828	0.9681866602911	0.659086375254206	319.0	423907.0	0.0798141089773097
1-rs61786047	True	ENSG00000159023	EPB41	EPB41	suggestive	0.551365161162116	cg08366446	0.982558056271156	0.551365161162116	320.0	74667.0	0.32823022115056
1-rs61828917	False	ENSG00000162753	SLC9C2	SLC9C2	high	0.996178919023654	cg06124660	0.996178919023654	0.997149534552386	411.0	183167.0	0.990887252167932
1-rs61828917	False	ENSG00000183831	ANKRD45	ANKRD45	high	0.992287085452255	cg06124660	0.996178919023654	0.992287085452255	411.0	249935.0	0.986527413696572
1-rs61828917	False	ENSG00000117601	SERPINC1	SERPINC1	suggestive	0.779214376616479	cg02586268	0.846693411748555	0.779214376616479	252.0	2949.0	0.518208702645317
1-rs61828917	False	ENSG00000152061	RABGAP1L	RABGAP1L	suggestive	0.675392706462462	cg06124660	0.996178919023654	0.675392706462462	411.0	739482.0	0.492584268662278
1-rs61833239	True	ENSG00000117020	AKT3	AKT3	high	0.943132728884853	cg17216385	0.943132728884853	0.943498963731228	240.0	372927.0	0.150684993243707
1-rs61833239	True	ENSG00000054282	SDCCAG8	SDCCAG8	high	0.804763789322272	cg05759347	0.856731466092698	0.804763789322272	205.0	2597.0	0.0950229861305938
1-rs645383	False	ENSG00000116819	TFAP2E	TFAP2E	high	0.932846776443278	cg04411044	0.985825986696138	0.932846776443278	160.0	152689.0	0.958425964447419
1-rs645383	False	ENSG00000134698	AGO4	AGO4	high	0.925800447863268	cg02639366	0.942891930669226	0.925800447863268	154.0	1266.0	0.737532223587539
1-rs645383	False	ENSG00000197056	ZMYM1	ZMYM1	high	0.910360970172226	cg03455250	0.910360970172226	0.959435211652405	140.0	83149.0	0.175637221270112
1-rs645383	False	ENSG00000142687	KIAA0319L	KIAA0319L	high	0.863697450399348	cg03455250	0.910360970172226	0.863697450399348	140.0	581313.0	0.116101382391062
1-rs6588168	True	ENSG00000162433	AK4	AK4	high	0.826807942433163	cg26524552	0.826807942433163	0.959134513308843	404.0	3065.0	0.104276488688456
1-rs7515363	False	ENSG00000162702	ZNF281	ZNF281	high	0.940211409917711	cg22450933	0.992116850826278	0.940211409917711	352.0	3941.0	0.844379493343978
1-rs7515363	False	ENSG00000118197	DDX59	DDX59	high	0.926649784892004	cg07344172	0.932915454758797	0.926649784892004	464.0	341391.0	0.0410341381369428
1-rs7515363	False	ENSG00000170128	GPR25	GPR25	high	0.923596097324353	cg07344172	0.932915454758797	0.923596097324353	464.0	138405.0	0.0772183967944584
1-rs7515363	False	ENSG00000118193	KIF14	KIF14	suggestive	0.583091412279528	cg22450933	0.992116850826278	0.583091412279528	352.0	206737.0	3.54375680071717e-06
10-rs12571643	True	ENSG00000148842	CNNM2	CNNM2	high	0.948933519989973	cg07119830	0.948933519989973	0.982807727279351	25.0	265744.0	0.196260263889187
10-rs12571643	True	ENSG00000076685	NT5C2	NT5C2	high	0.900539693911242	cg12798274	0.968719225134999	0.900539693911242	198.0	201011.0	0.120518337551372
10-rs12571643	True	ENSG00000148798	INA	INA	high	0.842479851466101	cg11667101	0.842479851466101	0.888489510310224	180.0	90661.0	0.132995841651417
10-rs12571643	True	ENSG00000138111	MFSD13A	TMEM180	high	0.841237148225884	cg10949319	0.904458213311571	0.841237148225884	127.0	932915.0	0.0633118535085594
10-rs12571643	True	ENSG00000138172	CALHM2	CALHM2	high	0.829474827781387	cg10949319	0.904458213311571	0.829474827781387	198.0	58596.0	0.188139589829379
10-rs12571643	True	ENSG00000156374	PCGF6	PCGF6	suggestive	0.727068920432526	cg11667101	0.842479851466101	0.727068920432526	180.0	16690.0	0.134104120026428
10-rs12571643	True	ENSG00000183128	CALHM3	CALHM3	suggestive	0.618566351217593	cg25104397	0.997672448116615	0.618566351217593	361.0	703077.0	0.327447435647449
10-rs12571643	True	ENSG00000197748	CFAP43	WDR96	suggestive	0.583817992748194	cg11667101	0.842479851466101	0.583817992748194	180.0	864539.0	0.176470140954426
10-rs12571643	True	ENSG00000185933	CALHM1	CALHM1	suggestive	0.531822346600856	cg10949319	0.904458213311571	0.531822346600856	198.0	64581.0	0.0965556430435546
10-rs7900775	True	ENSG00000148834	GSTO1	GSTO1	high	0.85543935005715	cg10088790	0.85543935005715	0.879350508870175	306.0	34223.0	0.115137830896258
10-rs7900775	True	ENSG00000065621	GSTO2	GSTO2	suggestive	0.596679889830431	cg10088790	0.85543935005715	0.596679889830431	306.0	706.0	0.126869577894239
11-rs10767735	True	ENSG00000176971	FIBIN	FIBIN	suggestive	0.661262335835632	cg12508693	0.850363500677919	0.661262335835632	128.0	641997.0	0.612808502184313
11-rs11227250	False	ENSG00000172922	RNASEH2C	RNASEH2C	high	0.986002337393078	cg06492744	0.986002337393078	0.989556820111505	290.0	82164.0	0.978756885117168
11-rs11227250	False	ENSG00000173327	MAP3K11	MAP3K11	high	0.973385283375921	cg05953285	0.983671793729816	0.973385283375921	369.0	147677.0	0.921420985445783
11-rs11227250	False	ENSG00000172500	FIBP	FIBP	high	0.96721139366673	cg25361844	0.96721139366673	0.967975198734352	286.0	250648.0	0.468308512395496
11-rs11227250	False	ENSG00000171219	CDC42BPG	CDC42BPG	high	0.958858457906732	cg24980551	0.983485182776435	0.958858457906732	191.0	12987.0	0.0929225044924895
11-rs11227250	False	ENSG00000168062	BATF2	BATF2	high	0.937742402408961	cg15681626	0.937742402408961	0.946161229154224	241.0	25264.0	0.213857238488857
11-rs11227250	False	ENSG00000213445	SIPA1	SIPA1	high	0.927601290315627	cg16168321	0.927601290315627	0.995584620961652	290.0	572.0	0.115863601512613
11-rs11227250	False	ENSG00000014138	POLA2	POLA2	high	0.906863851557429	cg25302603	0.906863851557429	0.961473677042509	262.0	363596.0	0.186921653603536
11-rs11227250	False	ENSG00000172543	CTSW	CTSW	high	0.904442232202044	cg25361844	0.96721139366673	0.904442232202044	286.0	241918.0	0.27922405026925
11-rs11227250	False	ENSG00000087365	SF3B2	SF3B2	suggestive	0.546564694545812	cg08296831	0.868284947702687	0.546564694545812	366.0	264025.0	0.0641163166006458
11-rs11227250	False	ENSG00000174276	ZNHIT2	ZNHIT2	suggestive	0.532870284582757	cg25302603	0.906863851557429	0.532870284582757	262.0	507659.0	0.263065914326826
11-rs12224032	False	ENSG00000170209	ANKK1	ANKK1	high	0.981890800529264	cg12177743	0.981890800529264	0.997665515259508	150.0	73434.0	0.108934161821204
11-rs12224032	False	ENSG00000149295	DRD2	DRD2	high	0.888640828525614	cg06008480	0.888640828525614	0.931907847058167	129.0	161324.0	0.172488562151931
11-rs12224032	False	ENSG00000228607	CLDN25	CLDN25	suggestive	0.658595967184269	cg26132809	0.975405690048831	0.658595967184269	382.0	304041.0	0.78191807032675
11-rs12282735	False	ENSG00000170953	OR8B12	OR8B12	high	0.874962650874394	cg04948906	0.874962650874394	0.881088197860172	382.0	346.0	0.006258549389932
11-rs12282735	False	ENSG00000196119	OR8A1	OR8A1	high	0.874962650874394	cg04948906	0.874962650874394	0.891929350265251	382.0	26664.0	0.0001961512263981
11-rs12282735	False	ENSG00000221931	OR6X1	OR6X1	suggestive	0.554399081637253	cg09517554	0.841917119458192	0.554399081637253	454.0	761861.0	0.0073716990338357
11-rs12541	False	ENSG00000170953	OR8B12	OR8B12	high	0.874962650874394	cg04948906	0.874962650874394	0.881088197860172	382.0	346.0	0.0062902701717859
11-rs12541	False	ENSG00000196119	OR8A1	OR8A1	high	0.874962650874394	cg04948906	0.874962650874394	0.891929350265251	382.0	26664.0	0.0001961586191175
11-rs12541	False	ENSG00000154133	ROBO4	ROBO4	suggestive	0.648477293104921	cg15349474	0.986156447871936	0.648477293104921	432.0	726482.0	0.307411631454911
11-rs12541	False	ENSG00000221931	OR6X1	OR6X1	suggestive	0.554399081637253	cg09517554	0.841917119458192	0.554399081637253	454.0	761861.0	0.0109361513920249
11-rs2902858	False	ENSG00000110492	MDK	MDK	high	0.971935205096642	cg20147224	0.971935205096642	0.994845301225463	56.0	834099.0	0.928974092406811
11-rs2902858	False	ENSG00000175224	ATG13	ATG13	high	0.947023032005679	cg25291551	0.956549347321913	0.947023032005679	121.0	236160.0	0.936972336198286
11-rs2902858	False	ENSG00000165912	PACSIN3	PACSIN3	high	0.875378877023637	cg25291551	0.956549347321913	0.875378877023637	121.0	805328.0	0.266017447677531
11-rs2902858	False	ENSG00000234776	C11orf94	C11orf94	high	0.844706805297865	cg04074945	0.941730219890188	0.844706805297865	260.0	143000.0	0.116058250394445
11-rs2902858	False	ENSG00000180210	F2	F2	suggestive	0.647483548868159	cg20147224	0.971935205096642	0.647483548868159	56.0	495675.0	0.164938177018918
11-rs2902858	False	ENSG00000134569	LRP4	LRP4	suggestive	0.585966408428531	cg22948808	0.845312836885113	0.585966408428531	157.0	579430.0	0.138203230029583
11-rs4923457	True	ENSG00000176971	FIBIN	FIBIN	suggestive	0.644148831321923	cg12508693	0.876300403727274	0.644148831321923	226.0	641997.0	0.090755674059006
11-rs61902811	True	ENSG00000170209	ANKK1	ANKK1	high	0.981890800529264	cg12177743	0.981890800529264	0.997665515259508	150.0	73434.0	0.10537560857499
11-rs61902811	True	ENSG00000149295	DRD2	DRD2	high	0.888640828525614	cg06008480	0.888640828525614	0.931907847058167	129.0	161324.0	0.163295753204133
11-rs61902811	True	ENSG00000228607	CLDN25	CLDN25	suggestive	0.658595967184269	cg26132809	0.975405690048831	0.658595967184269	382.0	304041.0	0.772038326087739
11-rs708228	False	ENSG00000156599	ZDHHC5	ZDHHC5	high	0.978793800765618	cg06294321	0.986731780314916	0.978793800765618	27.0	73458.0	0.914432414481933
11-rs708228	False	ENSG00000198561	CTNND1	CTNND1	high	0.914847444433909	cg06294321	0.986731780314916	0.914847444433909	27.0	12038.0	0.116230327602581
11-rs77502336	False	ENSG00000196119	OR8A1	OR8A1	high	0.88536647758102	cg04948906	0.88536647758102	0.897927087801485	165.0	26664.0	0.825192109372101
11-rs77502336	False	ENSG00000170953	OR8B12	OR8B12	high	0.869590271653734	cg04948906	0.88536647758102	0.869590271653734	165.0	346.0	0.888964059986537
11-rs77502336	False	ENSG00000221931	OR6X1	OR6X1	suggestive	0.575364377364778	cg09517554	0.859913126961273	0.575364377364778	248.0	761861.0	0.0063762484125419
12-rs10777187	False	ENSG00000257594	GALNT4	GALNT4	high	0.844192252993031	cg00913521	0.855974602106589	0.844192252993031	60.0	26240.0	0.0535396781310605
12-rs1790135	False	ENSG00000130921	C12orf65	C12orf65	high	0.983225785854108	cg22341471	0.986823961682061	0.983225785854108	97.0	266140.0	0.286738089341675
12-rs1790135	False	ENSG00000150967	ABCB9	ABCB9	high	0.98244294782811	cg08934286	0.98244294782811	0.982597144028236	93.0	2434.0	0.397947397893309
12-rs1790135	False	ENSG00000183955	KMT5A	SETD8	high	0.981152874392613	cg13010344	0.981152874392613	0.993246465537105	91.0	403680.0	0.939642979294655
12-rs1790135	False	ENSG00000130783	CCDC62	CCDC62	high	0.942147217094305	cg18912006	0.942147217094305	0.959427435176439	44.0	76570.0	0.657650033204925
12-rs1790135	False	ENSG00000130787	HIP1R	HIP1R	high	0.942147217094305	cg18912006	0.942147217094305	0.96875936132959	44.0	16444.0	0.115371054026349
12-rs1790135	False	ENSG00000139722	VPS37B	VPS37B	high	0.942147217094305	cg18912006	0.942147217094305	0.955667645661746	44.0	45547.0	0.0737791791436006
12-rs1790135	False	ENSG00000110987	BCL7A	BCL7A	high	0.924906681740927	cg16139227	0.968770688611233	0.924906681740927	80.0	993976.0	0.807168501461226
12-rs1790135	False	ENSG00000197653	DNAH10	DNAH10	high	0.909626165302083	cg11295761	0.947944863203879	0.909626165302083	284.0	183007.0	0.102351764908615
12-rs1790135	False	ENSG00000111364	DDX55	DDX55	high	0.909444884176856	cg18912006	0.942147217094305	0.909444884176856	44.0	751180.0	0.0339231125295427
12-rs1790135	False	ENSG00000111325	OGFOD2	OGFOD2	high	0.906133045771951	cg13010344	0.981152874392613	0.906133045771951	91.0	5513.0	0.641124969669357
12-rs1790135	False	ENSG00000178882	RFLNA	FAM101A	high	0.890653987967784	cg11295761	0.947944863203879	0.890653987967784	284.0	27739.0	0.143478157643652
12-rs1790135	False	ENSG00000185344	ATP6V0A2	ATP6V0A2	high	0.806988527222781	cg18830042	0.934552949724231	0.806988527222781	34.0	995676.0	0.440256931034616
12-rs1790135	False	ENSG00000184445	KNTC1	KNTC1	suggestive	0.780067483538242	cg26977846	0.828200822608415	0.780067483538242	69.0	380599.0	0.408744051916428
12-rs1790135	False	ENSG00000150977	RILPL2	RILPL2	suggestive	0.747054748600737	cg05171224	0.811345268917084	0.747054748600737	89.0	450250.0	0.0689002529505746
12-rs1790135	False	ENSG00000176383	B3GNT4	B3GNT4	suggestive	0.709615371314878	cg25190513	0.932447487298339	0.709615371314878	62.0	513272.0	0.0821761745018385
12-rs1790135	False	ENSG00000111328	CDK2AP1	CDK2AP1	suggestive	0.650223912830273	cg11145412	0.968334417829981	0.650223912830273	90.0	280438.0	0.183494901418274
12-rs1790135	False	ENSG00000119242	CCDC92	CCDC92	suggestive	0.64334124930273	cg17723958	0.920169035520898	0.64334124930273	283.0	28083.0	0.0820588617778729
12-rs1790135	False	ENSG00000051825	MPHOSPH9	MPHOSPH9	suggestive	0.527037960534294	cg25190513	0.932447487298339	0.527037960534294	62.0	527199.0	0.537310684972591
12-rs2649999	True	ENSG00000157837	SPPL3	SPPL3	high	0.947995748514689	cg02505015	0.947995748514689	0.987628180920413	445.0	144549.0	0.708354649878812
12-rs2649999	True	ENSG00000167272	POP5	POP5	suggestive	0.609965528171178	cg02419362	0.85160383319769	0.609965528171178	481.0	184747.0	0.0652209395025029
12-rs2649999	True	ENSG00000157782	CABP1	CABP1	suggestive	0.581612599599982	cg02505015	0.947995748514689	0.581612599599982	445.0	119270.0	0.168061932927364
12-rs2649999	True	ENSG00000175970	UNC119B	UNC119B	suggestive	0.569377948146911	cg02419362	0.85160383319769	0.569377948146911	481.0	55710.0	0.179595241734215
12-rs2686386	True	ENSG00000157837	SPPL3	SPPL3	high	0.947995748514689	cg02505015	0.947995748514689	0.987628180920413	445.0	144549.0	0.708280199202627
12-rs2686386	True	ENSG00000158113	LRRC43	LRRC43	high	0.941658571362321	cg15963344	0.958952425444207	0.941658571362321	196.0	159506.0	0.404478988283417
12-rs2686386	True	ENSG00000176383	B3GNT4	B3GNT4	high	0.888666469390904	cg15963344	0.958952425444207	0.888666469390904	196.0	195311.0	0.309811502724407
12-rs2686386	True	ENSG00000167272	POP5	POP5	suggestive	0.609965528171178	cg02419362	0.85160383319769	0.609965528171178	481.0	184747.0	0.0665285785810214
12-rs2686386	True	ENSG00000157782	CABP1	CABP1	suggestive	0.581612599599982	cg02505015	0.947995748514689	0.581612599599982	445.0	119270.0	0.171348888761868
12-rs2686386	True	ENSG00000175970	UNC119B	UNC119B	suggestive	0.569377948146911	cg02419362	0.85160383319769	0.569377948146911	481.0	55710.0	0.181367307432121
12-rs4766428	False	ENSG00000110921	MVK	MVK	high	0.989856574827387	cg23877008	0.989856574827387	0.993002704484446	576.0	114093.0	0.499113605913244
12-rs4766428	False	ENSG00000139428	MMAB	MMAB	high	0.989856574827387	cg23877008	0.989856574827387	0.996047208520532	576.0	114712.0	0.183064092107897
12-rs4766428	False	ENSG00000111237	VPS29	VPS29	high	0.989234421691764	cg05202616	0.9897901376339	0.989234421691764	130.0	53961.0	0.811038111408616
12-rs4766428	False	ENSG00000174456	C12orf76	C12orf76	high	0.913076082779874	cg01831743	0.913076082779874	0.946377617446008	249.0	158550.0	0.298940206540204
12-rs4766428	False	ENSG00000204852	TCTN1	TCTN1	high	0.905528466410578	cg18926450	0.991959036003882	0.905528466410578	239.0	683598.0	0.529936184452284
12-rs4766428	False	ENSG00000151148	UBE3B	UBE3B	high	0.82133251912184	cg19025524	0.917052586729255	0.82133251912184	46.0	118335.0	0.0869359265424072
12-rs4766428	False	ENSG00000139438	FAM222A	FAM222A	high	0.810187973601285	cg18926450	0.991959036003882	0.810187973601285	239.0	216201.0	0.509886272242839
12-rs4766428	False	ENSG00000174527	MYO1H	MYO1H	high	0.805285876865596	cg19025524	0.917052586729255	0.805285876865596	46.0	11164.0	0.0976118110698823
12-rs4766428	False	ENSG00000076513	ANKRD13A	ANKRD13A	high	0.803368566721932	cg12870014	0.803368566721932	0.962607501799093	197.0	13652.0	0.331093716212689
12-rs4766428	False	ENSG00000111231	GPN3	GPN3	suggestive	0.655382030180182	cg16023864	0.949255792088176	0.655382030180182	166.0	18695.0	0.0633035680928576
12-rs4766428	False	ENSG00000139437	TCHP	TCHP	suggestive	0.641284773202039	cg18926450	0.991959036003882	0.641284773202039	239.0	30165.0	0.295380475061596
12-rs4766428	False	ENSG00000196510	ANAPC7	ANAPC7	suggestive	0.585889287101482	cg18926450	0.991959036003882	0.585889287101482	239.0	473301.0	0.151343896762641
12-rs4766428	False	ENSG00000111199	TRPV4	TRPV4	suggestive	0.510360052863884	cg16023864	0.949255792088176	0.510360052863884	166.0	617166.0	0.288773176196274
12-rs578470	False	ENSG00000123352	SPATS2	SPATS2	high	0.874792472687135	cg13307384	0.955604369356096	0.874792472687135	183.0	257420.0	0.104342471127698
12-rs578470	False	ENSG00000139537	CCDC65	CCDC65	high	0.864278860327945	cg09652977	0.866293045156886	0.864278860327945	159.0	676325.0	0.0877402845887728
12-rs578470	False	ENSG00000086159	AQP6	AQP6	high	0.829592265396559	cg18942451	0.98779486411141	0.829592265396559	244.0	112479.0	0.713038113143729
12-rs578470	False	ENSG00000110881	ASIC1	ASIC1	high	0.813162791710473	cg27522367	0.813162791710473	0.980498882789832	237.0	46401.0	0.947913055980279
12-rs578470	False	ENSG00000178449	COX14	COX14	suggestive	0.756194346151056	cg27522367	0.813162791710473	0.756194346151056	237.0	8030.0	0.881986149572914
12-rs578470	False	ENSG00000167580	AQP2	AQP2	suggestive	0.718952829590054	cg09652977	0.866293045156886	0.718952829590054	159.0	370306.0	0.0263533863518753
12-rs578470	False	ENSG00000186897	C1QL4	C1QL4	suggestive	0.706664589043179	cg09652977	0.866293045156886	0.706664589043179	159.0	243247.0	0.0846182221042235
12-rs578470	False	ENSG00000167552	TUBA1A	TUBA1A	suggestive	0.700552501314158	cg09652977	0.866293045156886	0.700552501314158	159.0	391111.0	0.182755952673405
12-rs578470	False	ENSG00000161791	FMNL3	FMNL3	suggestive	0.655249874639151	cg02054252	0.804736477727835	0.655249874639151	210.0	23394.0	0.259106982796187
12-rs578470	False	ENSG00000139644	TMBIM6	TMBIM6	suggestive	0.551960417870431	cg13307384	0.955604369356096	0.551960417870431	183.0	83721.0	0.103141505678971
